5613BX,51.442419,5.502182
5613KL,51.441583,5.502554
5641PA,51.444088,5.522051
5654AA,51.425820,5.466367
5645KH,51.424516,5.517018
5611HK,51.437457,5.471910
5658HA,51.435292,5.412440
5614GG,51.427032,5.490957
5633AE,51.488739,5.491429
5653KA,51.421513,5.436801
5612LL,51.449504,5.468724
5641BG,51.450925,5.517381
5622GT,51.464959,5.463629
5632EE,51.468623,5.490533
5614HM,51.425450,5.491097
5632KG,51.476845,5.493474
5611CA,51.439661,5.480990
5622KD,51.460660,5.467047
5653BR,51.428786,5.452022
5652GK,51.439308,5.443551
5612ES,51.452133,5.474469
5615HP,51.432601,5.474490
5612LM,51.449987,5.471977
5623MZ,51.457781,5.482725
5651GH,51.470752,5.413194
5654GA,51.418696,5.460719
5641TE,51.445323,5.510561
5623ER,51.462293,5.470690
5652NL,51.443967,5.435833
5629NL,51.490378,5.476588
5623GP,51.464134,5.485429
5615RE,51.428959,5.464144
5623PB,51.454284,5.483034
5622GN,51.464841,5.464953
5651GJ,51.469251,5.410905
5612EJ,51.452672,5.475880
5614GM,51.425961,5.492565
5645CN,51.421553,5.506069
5616GL,51.439183,5.458480
5625SW,51.472474,5.486037
5611AC,51.442035,5.479743
5614HP,51.429409,5.486562
5625PD,51.475293,5.479681
5642EW,51.441231,5.512895
5615CG,51.427558,5.486544
5627LA,51.482056,5.447664
5627BE,51.482591,5.437688
5611GP,51.438765,5.477924
5642MD,51.439306,5.514342
5611TM,51.434150,5.492454
5632ND,51.477833,5.495074
5627CN,51.486067,5.442630
5613BG,51.441764,5.492098
5622PA,51.455163,5.461239
5631KH,51.464510,5.496770
5632EK,51.474555,5.491382
5628BE,51.479173,5.458960
5623BA,51.457916,5.471042
5652VC,51.440868,5.431716
5644TN,51.421287,5.482950
5641CA,51.450829,5.514086
5631JK,51.464516,5.489920
5611AH,51.440607,5.478244
5627BD,51.483706,5.435818
5652LE,51.440803,5.436045
5611AB,51.441361,5.479857
5611CS,51.438929,5.485245
5652AA,51.433298,5.452963
5625PA,51.471276,5.479198
5611SE,51.433227,5.489504
5614EM,51.428017,5.495229
5622GC,51.462240,5.456588
5644EJ,51.421413,5.492870
5613BH,51.441669,5.487912
5652AG,51.431896,5.435115
5615PD,51.429676,5.467150
5615GK,51.433563,5.473686
5632GM,51.472407,5.491521
5624CL,51.471477,5.445419
5644JK,51.415483,5.489780
5628CB,51.479794,5.457133
5623KM,51.466854,5.478470
5611BJ,51.440439,5.474620
5625EB,51.474967,5.470843
5623GM,51.464924,5.485575
5612HA,51.445314,5.470285
5628JB,51.479140,5.468303
5632GE,51.470988,5.489747
5611ZV,51.444596,5.480396
5611KL,51.435764,5.475430
5616RW,51.437900,5.468502
5643CD,51.422172,5.497487
5616SW,51.442746,5.451064
5615LD,51.427643,5.469591
5652NT,51.443356,5.436969
5617BM,51.446731,5.456888
5655JS,51.416607,5.432411
5632WD,51.478504,5.497739
5631BE,51.458709,5.490266
5651BN,51.446302,5.440640
5612LE,51.448109,5.470348
5615AN,51.425263,5.489371
5616JM,51.436932,5.463093
5644TS,51.423920,5.483703
5615PA,51.433978,5.471975
5652HE,51.439145,5.445406
5623BP,51.458857,5.474511
5611XD,51.438679,5.471769
5651GZ,51.462527,5.412081
5644HH,51.412464,5.488408
5611VC,51.436466,5.485815
5645CE,51.423350,5.506994
5642KK,51.438136,5.515834
5611EK,51.436390,5.480120
5654RS,51.423159,5.453365
5613DG,51.442159,5.501692
5614GE,51.426736,5.490438
5626DJ,51.478685,5.424916
5612HD,51.450773,5.465418
5653AV,51.428856,5.455459
5627JK,51.489259,5.440201
5611EG,51.437998,5.481259
5633BD,51.492312,5.496174
5654CC,51.421964,5.466346
5616GA,51.438528,5.455171
5644CW,51.416548,5.494785
5611GC,51.437120,5.477446
5644DR,51.415219,5.493100
5642EN,51.441583,5.511558
5612RN,51.443302,5.468296
5628CM,51.481090,5.455609
5625EA,51.472369,5.471471
5626HN,51.471933,5.430451
5657GA,51.435999,5.421975
5616PP,51.440427,5.465976
5616PC,51.442119,5.463519
5616CP,51.430032,5.459357
5611EC,51.439421,5.478041
5611EE,51.438368,5.479491
5644RE,51.412406,5.482701
5652AX,51.425102,5.431773
5644PK,51.421694,5.489536
5653LR,51.419380,5.442132
5642EP,51.440208,5.511425
5652PJ,51.441163,5.436276
5617BD,51.446826,5.457219
5627GK,51.481230,5.445072
5627PS,51.491775,5.443300
5632LD,51.481468,5.491225
5632GK,51.471994,5.490354
5624NH,51.473347,5.445364
5627VE,51.484902,5.435906
5627VH,51.485387,5.436036
5643TC,51.430408,5.505200
5631JL,51.464243,5.494208
5612HS,51.449923,5.459331
5614BC,51.430024,5.493034
5643RL,51.428574,5.504893
5645GC,51.426243,5.508123
5612PS,51.448042,5.464464
5652RL,51.445137,5.432612
5642MV,51.440496,5.518689
5644BV,51.415479,5.483556
5651AS,51.445646,5.440567
5611GL,51.439043,5.477824
5643NN,51.424092,5.502049
5644RX,51.417192,5.477551
5611LN,51.430167,5.482911
5632AN,51.469188,5.501847
5627LC,51.482244,5.448586
5644CE,51.418525,5.495250
5612KV,51.447948,5.470146
5628ED,51.482322,5.467963
5623CS,51.463684,5.474564
5654MC,51.420506,5.455878
5628LA,51.477926,5.469236
5645BK,51.420105,5.507071
5612HC,51.449352,5.466710
5651CH,51.448725,5.449073
5616HB,51.439489,5.457589
5615RD,51.429462,5.464490
5643GK,51.418942,5.500743
5631BP,51.457487,5.489774
5616GJ,51.439991,5.459992
5644RL,51.414653,5.482893
5615AM,51.424465,5.487169
5646AN,51.412737,5.503861
5654SN,51.424639,5.457480
5654DG,51.421554,5.460969
5654DM,51.418826,5.453762
5651EX,51.447154,5.445517
5624GX,51.471138,5.457897
5611EV,51.435722,5.482894
5613DW,51.438606,5.494953
5622CP,51.460698,5.464226
5642GG,51.439722,5.511438
5613DS,51.441569,5.498929
5644PL,51.413156,5.485279
5642AP,51.439253,5.505065
5616GR,51.438740,5.461413
5642RK,51.437760,5.521816
5654DB,51.422345,5.461746
5622JJ,51.464372,5.467917
5614CD,51.428199,5.493375
5653LW,51.422091,5.450100
5622BG,51.455331,5.465167
5611BX,51.441692,5.481325
5611XG,51.438815,5.470661
5623AA,51.457123,5.473673
5626CA,51.477615,5.426340
5642NL,51.442281,5.514494
5654CV,51.422549,5.465729
5644PT,51.413156,5.485279
5613BT,51.441699,5.503834
5642MP,51.439405,5.521778
5613SC,51.437467,5.491829
5632MT,51.483372,5.492698
5632TE,51.482807,5.501046
5645CL,51.421633,5.507075
5644DH,51.413958,5.495771
5621JE,51.458023,5.458121
5625JB,51.474997,5.478975
5616JV,51.437831,5.463325
5616SJ,51.447008,5.449588
5628KJ,51.479060,5.466042
5611GK,51.436868,5.478352
5627CP,51.485582,5.442572
5616LE,51.443683,5.462385
5651AG,51.444684,5.441976
5651CG,51.448069,5.449575
5652AL,51.434459,5.431854
5642CS,51.442819,5.507534
5651BG,51.446040,5.443876
5654TA,51.424862,5.460499
5652GP,51.440081,5.442215
5654DN,51.422299,5.462925
5654SC,51.421847,5.453248
5643BP,51.423362,5.494528
5615KP,51.427654,5.466744
5623BH,51.457788,5.473200
5612HJ,51.450054,5.466467
5654BN,51.419026,5.464918
5612DL,51.450117,5.477961
5622AC,51.452488,5.468385
5611PB,51.433653,5.485852
5611VK,51.435565,5.488244
5627KH,51.486072,5.450750
5627ET,51.488916,5.442749
5622GR,51.463997,5.464318
5615BP,51.423989,5.486349
5644RA,51.422076,5.485094
5621GR,51.454689,5.457008
5624AB,51.464675,5.457959
5613CG,51.441141,5.495174
5642MJ,51.439409,5.518844
5614BJ,51.427697,5.491878
5643VR,51.427943,5.506905
5611LD,51.432532,5.481981
5627KK,51.486035,5.452161
5615EN,51.428477,5.484173
5624ED,51.474004,5.459701
5615RK,51.428780,5.462548
5616EH,51.431882,5.461273
5623GE,51.465198,5.480913
5611NN,51.431433,5.484525
5653BD,51.428013,5.453056
5624HA,51.469807,5.458845
5629HD,51.487317,5.458815
5629GG,51.484287,5.460494
5615PX,51.428275,5.464962
5623ED,51.461187,5.471350
5632EH,51.472262,5.492240
5625HM,51.475277,5.465460
5611AW,51.438559,5.476112
5616GM,51.441153,5.455707
5625HJ,51.475698,5.466670
5614AR,51.430450,5.489066
5616GE,51.438962,5.466174
5656AA,51.413849,5.463931
5628AJ,51.478918,5.463422
5613DX,51.437047,5.499839
5653NC,51.420613,5.438482
5644JG,51.414220,5.484775
5632PD,51.482120,5.495171
5612AW,51.451216,5.485948
5613AB,51.443328,5.492360
5615EG,51.427447,5.478951
5643WG,51.428273,5.509206
5629HE,51.488258,5.462157
5625AH,51.471153,5.475499
5655BJ,51.415271,5.446138
5652SJ,51.443321,5.432783
5641LK,51.443266,5.525716
5653MH,51.427028,5.445276
5643PM,51.425559,5.500357
5631AA,51.456687,5.499671
5644TG,51.422374,5.482981
5631HL,51.463637,5.487558
5612DZ,51.449305,5.481441
5616AK,51.436416,5.468413
5613LB,51.434760,5.494296
5644TJ,51.421681,5.483799
5658HW,51.432756,5.414667
5644RB,51.419344,5.484269
5613DD,51.440896,5.497489
5653EL,51.422765,5.449425
5622BL,51.456699,5.462248
5643PB,51.425967,5.496648
5645GB,51.428956,5.509611
5616NB,51.440831,5.466681
5645EB,51.426494,5.508713
5615DB,51.430539,5.466879
5613BC,51.441629,5.491536
5642DE,51.440898,5.520890
5627KB,51.486919,5.446072
5655CK,51.413933,5.442140
5611AJ,51.440697,5.478058
5611RM,51.432734,5.487979
5628TC,51.479262,5.484728
5642HP,51.438507,5.513290
5632WB,51.477900,5.499551
5643JW,51.417605,5.498914
5658GH,51.441304,5.415018
5611AR,51.440716,5.476893
5621HT,51.452026,5.461392
5654HD,51.418035,5.454307
5657EH,51.456066,5.399416
5642LK,51.437377,5.519255
5654AB,51.426586,5.463939
5612JW,51.449922,5.461921
5642EE,51.439076,5.510372
5612HH,51.447778,5.468750
5621BM,51.454241,5.454015
5624AP,51.465656,5.454636
5625VT,51.468890,5.483655
5629NX,51.491782,5.475338
5644BR,51.409172,5.490226
5646HR,51.420154,5.511542
5629NT,51.491405,5.474401
5652NP,51.444199,5.440335
5627VD,51.484957,5.432839
5627TD,51.491120,5.440203
5616TB,51.434170,5.467259
5627GM,51.480852,5.445604
5653ET,51.426412,5.453830
5627PT,51.492196,5.445345
5645KC,51.427700,5.515488
5644ET,51.418463,5.494272
5611LT,51.430070,5.481171
5627HA,51.478963,5.448927
5654GD,51.416997,5.460415
5622DE,51.458083,5.462610
5644NE,51.420563,5.488095
5653KW,51.423680,5.434388
5612PN,51.447421,5.464420
5615PZ,51.434645,5.469532
5616KH,51.438719,5.452252
5628RZ,51.477011,5.478476
5622GM,51.464185,5.465139
5628TP,51.479840,5.481360
5611DB,51.440310,5.479136
5633AA,51.486689,5.492605
5653RD,51.418205,5.436337
5658LJ,51.443032,5.409007
5644BP,51.416556,5.486045
5612BG,51.447503,5.476532
5615GJ,51.433402,5.473657
5632WT,51.480463,5.499039
5643RA,51.426802,5.505996
5623BB,51.460253,5.470528
5615LJ,51.429017,5.470500
5627GC,51.478938,5.445673
5632PC,51.481863,5.501087
5645JN,51.427298,5.512942
5652XR,51.439341,5.429126
5616DB,51.435920,5.457986
5651CN,51.447791,5.447719
5625AZ,51.470395,5.478937
5658LA,51.443085,5.410287
5644RT,51.414590,5.470689
5632LX,51.479033,5.489247
5612AT,51.449048,5.498545
5612HB,51.446915,5.469094
5611WB,51.439126,5.486310
5616NJ,51.442347,5.458097
5616PE,51.441399,5.463777
5631BC,51.459304,5.488671
5641BP,51.450904,5.520244
5642NN,51.441072,5.518446
5643NR,51.425027,5.502023
5655HN,51.413826,5.441306
5654DD,51.420090,5.460017
5625GT,51.475746,5.462280
5643BJ,51.424692,5.495107
5613KD,51.439753,5.498609
5654RE,51.425323,5.457035
5625LT,51.472727,5.473861
5627DA,51.483407,5.440741
5611NC,51.430812,5.485889
5625RA,51.471382,5.480566
5644BZ,51.415243,5.487006
5612GK,51.450727,5.467806
5622MA,51.457484,5.471055
5643NL,51.423400,5.501257
5615CE,51.428421,5.486502
5643HR,51.417700,5.502421
5628VN,51.480168,5.486918
5623EW,51.461528,5.472933
5616GK,51.438704,5.461787
5621EB,51.454687,5.460303
5611HE,51.437826,5.471508
5613HM,51.437735,5.503695
5644CB,51.417746,5.492589
5612AB,51.446870,5.480328
5614GJ,51.426232,5.491386
5653HW,51.422991,5.448405
5652LP,51.440065,5.439209
5632GB,51.470897,5.491143
5611RD,51.432076,5.489674
5645GE,51.420997,5.504745
5641CC,51.451232,5.515972
5643NT,51.425117,5.501808
5615SP,51.432778,5.465804
5652EG,51.437530,5.438285
5623PP,51.455214,5.478087
5622CV,51.458684,5.463906
5628DA,51.483841,5.467519
5645LH,51.428716,5.515693
5626DH,51.478722,5.423692
5653LC,51.419178,5.432514
5627PV,51.491756,5.444394
5625TC,51.474685,5.486978
5611HT,51.437422,5.469566
5629HA,51.486765,5.463738
5611GT,51.438082,5.477880
5652EM,51.437574,5.441651
5624EL,51.472691,5.460519
5611GD,51.437129,5.477245
5613GA,51.439937,5.504232
5644GA,51.422384,5.492743
5651BJ,51.449606,5.449318
5641TC,51.445789,5.512202
5654GJ,51.417670,5.462903
5615NA,51.428351,5.471778
5616KA,51.440022,5.452786
5624EA,51.473045,5.455827
5628RH,51.477882,5.479816
5616BN,51.435556,5.465248
5658EN,51.437637,5.414987
5622CX,51.459629,5.463289
5626DK,51.483638,5.424171
5627RJ,51.489564,5.441296
5611GR,51.437856,5.478958
5653LD,51.421299,5.432042
5653BW,51.425175,5.448710
5644CJ,51.417159,5.495074
5627KR,51.485452,5.450145
5613AM,51.445432,5.491344
5616CC,51.432779,5.463719
5622EA,51.462211,5.459250
5642JA,51.434683,5.508548
5643JA,51.418940,5.503589
5611SG,51.432542,5.491746
5611SX,51.433814,5.486759
5642AC,51.437068,5.505232
5616GZ,51.441620,5.455377
5622JL,51.465837,5.467401
5611JM,51.434364,5.473443
5615EH,51.427294,5.479052
5615JL,51.428899,5.473188
5622JM,51.464058,5.466808
5615CH,51.426309,5.486109
5612HR,51.450660,5.460973
5624EG,51.473221,5.460649
5627HM,51.480444,5.453305
5628GA,51.477763,5.470373
5611TP,51.433763,5.493546
5627TP,51.488983,5.434398
5651AK,51.446005,5.442524
5658AX,51.448425,5.409110
5628KK,51.479043,5.465467
5625BW,51.469826,5.470632
5641EC,51.452692,5.520508
5642NE,51.441543,5.506365
5615CB,51.425886,5.486281
5624BC,51.464532,5.457110
5654AJ,51.424427,5.467127
5657EE,51.457892,5.395719
5632CV,51.472346,5.498645
5624DJ,51.471507,5.455624
5625BX,51.469062,5.470875
5621GX,51.455893,5.458233
5657EN,51.454458,5.393042
5622GD,51.463766,5.459440
5657GB,51.433746,5.420492
5646JD,51.417340,5.511779
5616RS,51.439456,5.465801
5654HX,51.418504,5.450297
5653HZ,51.423458,5.449268
5622CJ,51.458598,5.459302
5653EM,51.426376,5.455196
5616BV,51.436213,5.463495
5625GC,51.475718,5.464569
5614HN,51.424856,5.492275
5642CT,51.442335,5.505289
5623DR,51.455379,5.473296
5643EJ,51.419851,5.500429
5631KW,51.461228,5.497942
5613DR,51.441048,5.497993
5641KT,51.445286,5.527319
5632EM,51.474978,5.490821
5641KW,51.443675,5.528867
5628AA,51.476160,5.462065
5627EN,51.488719,5.441280
5612WN,51.445573,5.473105
5622NE,51.456163,5.470650
5615GH,51.430361,5.476412
5615JJ,51.429717,5.472442
5654AM,51.425325,5.467617
5653BK,51.424743,5.449141
5611EH,51.437017,5.482581
5643LH,51.418794,5.496602
5641AZ,51.447635,5.517084
5655HL,51.414151,5.437770
5654AN,51.425674,5.469343
5626DV,51.480786,5.433022
5623DB,51.453655,5.470976
5615SM,51.430486,5.465872
5616NS,51.441842,5.461131
5625AC,51.469148,5.475481
5627JE,51.482387,5.450241
5623DM,51.454712,5.475539
5615RG,51.428833,5.464201
5641KV,51.445259,5.527563
5615BD,51.425217,5.490435
5613DV,51.441898,5.502440
5614HK,51.427826,5.487781
5646HV,51.419067,5.511051
5654RT,51.422485,5.452689
5651EZ,51.445984,5.447242
5625WT,51.473105,5.484484
5654KK,51.417984,5.447953
5643AS,51.422171,5.499169
5632NL,51.481742,5.495472
5621CM,51.456955,5.454925
5624CC,51.466098,5.452334
5642CE,51.443618,5.508025
5621HK,51.453997,5.456892
5612RK,51.443418,5.469361
5611PE,51.432924,5.486325
5644GB,51.420838,5.492395
5628EJ,51.482287,5.466178
5616KJ,51.438079,5.454408
5627MB,51.487267,5.450968
5621GP,51.453899,5.454849
5612EV,51.452107,5.473448
5654RG,51.425179,5.456877
5632NK,51.480924,5.495571
5652BB,51.429654,5.442763
5624BE,51.463534,5.456518
5621BC,51.454071,5.453310
5632GH,51.472776,5.490615
5624NB,51.472842,5.447148
5652CV,51.437029,5.434316
5623CW,51.463261,5.474649
5641JB,51.447587,5.520133
5613HH,51.437781,5.502875
5628PM,51.480564,5.475805
5623HC,51.462419,5.482533
5654HC,51.418141,5.457628
5644RN,51.419607,5.481667
5653ML,51.427236,5.443939
5615BG,51.425786,5.488136
5616GX,51.440669,5.452183
5652XP,51.442136,5.430394
5645BD,51.421712,5.508930
5641GN,51.448700,5.521690
5616JC,51.437573,5.459182
5653JV,51.425582,5.443779
5624NP,51.470208,5.449534
5629MR,51.487126,5.475257
5653BC,51.427276,5.452911
5655HE,51.413305,5.440903
5644SM,51.417998,5.481865
5627JD,51.480050,5.450166
5623BM,51.459621,5.474052
5641JS,51.450519,5.526127
5611GS,51.437938,5.477836
5614CC,51.427003,5.494005
5643KC,51.423808,5.498454
5651CM,51.447234,5.446855
5642EH,51.439445,5.510301
5642LD,51.437762,5.520263
5642AD,51.437364,5.506297
5642JB,51.433428,5.521501
5655JB,51.414017,5.436448
5625JH,51.475674,5.475853
5641VB,51.443605,5.520021
5654BT,51.418263,5.463464
5651GW,51.459343,5.444627
5612DR,51.450709,5.479185
5611NV,51.433089,5.482428
5625CH,47.313642,8.291278
5653LP,51.419551,5.441514
5612RS,51.443661,5.469433
5622AH,51.454046,5.465193
5629GL,51.484760,5.465390
5642HG,51.436502,5.513687
5645BH,51.420292,5.508366
5627BZ,51.478994,5.439369
5641RB,51.443647,5.522423
5616NE,51.442866,5.460960
5632LK,51.479141,5.489823
5628XD,51.483007,5.477883
5625AE,51.470694,5.475153
5616CA,51.433101,5.465805
5641AV,51.444700,5.513465
5611PD,51.432834,5.486440
5654HJ,51.418836,5.452784
5627GA,51.476818,5.443022
5633BH,51.494761,5.492594
5611SZ,51.433454,5.486758
5616KP,51.437811,5.452409
5632LT,51.482062,5.490348
5621CC,51.455939,5.456564
5642DC,51.442198,5.516392
5653PH,51.422697,5.441834
5643NJ,51.424792,5.503115
5632DZ,51.472125,5.495349
5652JJ,51.439643,5.437885
5611GM,51.438225,5.478657
5622AX,51.456056,5.469269
5615AB,51.426261,5.489201
5615CW,51.424261,5.484279
5611LH,51.429780,5.483773
5628AX,51.476753,5.462080
5654NJ,51.423290,5.460123
5611NA,51.434014,5.484055
5643HW,51.418617,5.502683
5611TH,51.434627,5.491880
5641SC,51.443274,5.518970
5658GW,51.437951,5.419215
5628PB,51.480248,5.476582
5632DH,51.471650,5.493563
5655HP,51.413808,5.441004
5629GK,51.486659,5.461434
5654KX,51.418938,5.446761
5613CD,51.441297,5.491823
5654NN,51.427748,5.460892
5627MA,51.486170,5.444252
5628ZB,51.483014,5.480302
5629CH,51.491640,5.458462
5623BT,51.458966,5.472741
5654AH,51.423764,5.463373
5616GS,51.438967,5.458811
5611NB,51.433186,5.484557
5653AZ,51.428758,5.454668
5622PJ,51.461422,5.456256
5628CJ,51.482113,5.458159
5616HH,51.438006,5.457471
5624GM,51.470040,5.459752
5652AM,51.429989,5.438608
5623NJ,51.454184,5.484228
5631LL,51.461941,5.495080
5632CB,51.468794,5.490160
5631EJ,51.461399,5.487294
5631JC,51.465207,5.491432
5621BH,51.452748,5.455236
5623NR,51.455846,5.484951
5625VX,51.469519,5.484030
5654NL,51.427180,5.462660
5655BC,51.416657,5.441525
5654RK,51.424344,5.455538
5628VV,51.480248,5.488314
5628CC,51.479992,5.456817
5615PS,51.432532,5.470319
5651GB,51.458008,5.434452
5612DT,51.448571,5.478447
5628JA,51.479050,5.468302
5621GN,51.453953,5.454993
5624NW,51.471132,5.452356
5631AT,51.453036,5.509748
5654JC,51.419291,5.458593
5642KZ,51.436976,5.516032
5612CW,51.448573,5.475757
5621BT,51.455024,5.453268
5627LD,51.482423,5.449637
5615AD,51.424856,5.492116
5616SC,51.445281,5.451427
5628WE,51.481763,5.482214
5623MH,51.460269,5.485047
5621AS,51.452603,5.457955
5653AB,51.427354,5.457642
5614GK,51.426331,5.491358
5632XL,51.478158,5.502100
5613ES,51.438996,5.491401
5623AG,51.453382,5.475911
5627JP,51.481749,5.449406
5652PG,51.441792,5.435183
5653NK,51.420444,5.434428
5641EA,51.451991,5.520376
5643GJ,51.419309,5.502929
5611TD,51.434826,5.490672
5653LJ,51.422952,5.436299
5627BN,51.480711,5.438996
5611EM,51.435769,5.480334
5627PD,51.493291,5.447636
5612AZ,51.447954,5.485308
5655BL,51.415658,5.443493
5629MC,51.487952,5.476597
5612CN,51.449887,5.473458
5653LK,51.423642,5.438946
5627PJ,51.492734,5.447376
5612JA,51.450460,5.463964
5616GW,51.441190,5.453679
5623NH,51.454157,5.483983
5625PB,51.473082,5.479446
5625ED,51.473610,5.470106
5646BC,51.416447,5.506199
5632WX,51.477356,5.495850
5614HZ,51.429309,5.488244
5622GG,51.466189,5.465833
5641DK,51.453339,5.521157
5643MX,51.423446,5.500452
5616RV,51.443869,5.453770
5632CW,51.472877,5.498589
5612DW,51.450564,5.480926
5643PS,51.429440,5.502394
5642KP,51.436435,5.517742
5621CW,51.456433,5.456723
5623LC,51.458630,5.477360
5644DK,51.413004,5.497522
5622AM,51.452865,5.469666
5622EH,51.459919,5.458887
5642JC,51.435358,5.516042
5622KL,51.462010,5.464416
5652AH,51.433260,5.438813
5621EP,51.457727,5.457358
5644NG,51.420761,5.488225
5623NT,51.456935,5.483816
5625CG,51.470940,5.470720
5655CD,51.413475,5.442039
5651GL,51.473853,5.414289
5611HR,51.436862,5.474224
5642GK,51.439994,5.509281
5613DT,51.442089,5.500024
5631AN,51.456538,5.505182
